other,num_reactions,num_comments,num_shares,num_likes,num_loves
2177,20,5,0,20,0
2178,32,9,1,32,0
2179,34,11,1,34,0
2180,14,0,0,14,0
2181,16,10,2,16,0
2182,5,0,1,5,0
2183,21,0,0,21,0
2184,18,1,0,18,0
2185,14,6,0,14,0
2186,23,0,0,23,0
2187,20,22,0,20,0
2188,24,24,0,24,0
2189,24,30,0,24,0
2190,19,25,0,19,0
2191,4,0,0,4,0
2192,35,7,0,35,0
2193,15,4,0,15,0
2194,16,2,0,16,0
2195,20,6,0,20,0
2196,15,18,0,15,0
2197,23,4,0,23,0
2198,18,0,0,18,0
2199,16,4,0,16,0
2200,17,1,0,17,0
2201,15,11,0,15,0
2202,27,1,0,27,0
2203,25,6,0,25,0
2204,24,8,0,24,0
2205,14,0,1,14,0
2206,22,3,0,22,0
2207,15,3,0,15,0
2208,34,44,0,34,0
2209,14,3,9,14,0
2210,18,2,0,18,0
2211,13,3,0,13,0
2212,14,1,0,14,0
2213,30,0,1,30,0
2214,30,8,0,30,0
2215,18,3,0,18,0
2216,24,2,0,24,0
2217,21,0,0,21,0
2218,8,16,0,8,0
2219,23,3,0,23,0
2220,27,2,0,27,0
2221,9,10,0,9,0
2222,12,0,0,12,0
2223,22,1,0,22,0
2224,18,6,0,18,0
2225,17,6,0,17,0
2226,18,0,0,18,0
2227,16,2,0,16,0
2228,16,0,0,16,0
2229,13,2,2,13,0
2230,19,3,0,19,0
2231,2,0,0,2,0
2232,17,1,0,17,0
2233,14,1,0,14,0
2234,2,0,0,2,0
2235,13,2,0,13,0
2236,1,0,0,1,0
2237,18,3,0,18,0
2238,23,7,0,23,0
2239,17,1,0,17,0
2240,17,6,0,17,0
2241,14,1,0,14,0
2242,1,0,1,1,0
2243,10,1,0,10,0
2244,13,12,0,13,0
2245,35,25,0,35,0
2246,4,0,0,4,0
2247,15,12,0,15,0
2248,11,6,0,11,0
2249,8,15,0,8,0
2250,11,3,0,11,0
2251,22,6,0,22,0
2252,10,6,0,10,0
2253,11,6,0,11,0
2254,14,23,0,14,0
2255,21,5,0,21,0
2256,26,4,0,26,0
2257,25,9,1,25,0
2258,10,11,0,10,0
2259,11,2,0,11,0
2260,22,7,0,22,0
2261,11,1,1,11,0
2262,14,2,1,14,0
2263,33,17,0,33,0
2264,19,7,0,19,0
2265,27,2,0,27,0
2266,20,16,0,20,0
2267,27,13,0,27,0
2268,19,18,0,19,0
2269,10,9,0,10,0
2270,27,18,1,27,0
2271,87,28,0,87,0
2272,24,7,0,24,0
2273,16,4,0,16,0
2274,12,0,0,12,0
2275,16,5,0,16,0
2276,21,8,0,21,0
2277,28,1,1,28,0
2278,20,0,0,20,0
2279,15,3,0,15,0
2280,36,5,0,36,0
2281,23,0,0,23,0
2282,31,12,0,31,0
2283,19,0,0,19,0
2284,16,4,0,16,0
2285,30,11,0,30,0
2286,22,2,0,22,0
2287,14,1,2,14,0
2288,11,7,0,11,0
2289,21,4,0,21,0
2290,30,12,0,30,0
2291,37,13,0,37,0
2292,10,5,0,10,0
2293,21,6,0,21,0
2294,15,1,0,15,0
2295,19,3,0,19,0
2296,14,1,0,14,0
2297,14,8,0,14,0
2298,12,0,0,12,0
2299,14,12,0,14,0
2300,16,3,0,16,0
2301,16,0,0,16,0
2302,20,3,0,20,0
2303,30,10,0,30,0
2304,14,8,0,14,0
2305,35,10,0,35,0
2306,21,4,0,21,0
2307,20,7,0,20,0
2308,22,10,13,22,0
2309,32,14,0,32,0
2310,12,6,0,12,0
2311,11,6,0,11,0
2312,12,0,0,12,0
2313,12,0,0,12,0
2314,16,1,0,16,0
2315,21,5,1,21,0
2316,14,2,0,14,0
2317,16,3,0,16,0
2318,14,0,0,14,0
2319,22,12,0,22,0
2320,18,0,0,18,0
2321,25,10,0,25,0
2322,22,28,0,22,0
2323,9,6,0,9,0
2324,16,3,0,16,0
2325,16,7,0,16,0
2326,25,5,0,25,0
2327,12,5,0,12,0
2328,18,2,0,18,0
2329,19,12,0,19,0
2330,25,0,0,25,0
2331,23,11,0,23,0
2332,14,3,0,14,0
2333,24,3,0,24,0
2334,36,8,0,36,0
2335,22,6,0,22,0
2336,28,6,0,28,0
2337,15,10,0,15,0
2338,22,5,0,22,0
2339,21,1,0,21,0
2340,32,7,0,32,0
2341,19,1,3,19,0
2342,12,5,0,12,0
2343,12,3,0,12,0
2344,22,11,0,22,0
2345,17,2,0,17,0
2346,13,0,0,13,0
2347,24,2,2,24,0
2348,16,10,0,16,0
2349,19,17,1,19,0
2350,31,13,0,31,0
2351,11,4,0,11,0
2352,21,0,0,21,0
2353,17,5,0,17,0
2354,23,0,0,23,0
2355,17,2,2,17,0
2356,23,2,2,23,0
2357,16,3,0,16,0
2358,22,4,0,22,0
2359,14,7,0,14,0
2360,25,2,0,25,0
2361,19,6,0,19,0
2362,11,4,0,11,0
2363,21,12,0,21,0
2364,12,2,0,12,0
2365,12,14,0,12,0
2366,12,0,0,12,0
2367,36,5,0,36,0
2368,12,1,0,12,0
2369,11,0,0,11,0
2370,38,10,0,38,0
2371,37,8,0,37,0
2372,49,10,0,49,0
2373,11,1,0,11,0
2374,10,5,0,10,0
2375,9,4,0,9,0
2376,13,4,0,13,0
2377,18,4,0,18,0
2378,15,0,0,15,0
2379,14,0,0,14,0
2380,21,1,0,21,0
2381,14,3,0,14,0
2382,16,3,0,16,0
2383,12,4,0,12,0
2384,12,2,0,12,0
2385,23,5,0,23,0
2386,35,9,1,35,0
2387,18,4,0,18,0
2388,12,1,0,12,0
2389,25,1,0,25,0
2390,19,10,0,19,0
2391,13,5,0,13,0
2392,14,11,0,14,0
2393,36,13,0,36,0
2394,37,13,0,37,0
2395,16,8,0,16,0
2396,25,15,0,25,0
2397,28,4,0,28,0
2398,26,3,0,26,0
2399,32,6,0,32,0
2400,35,12,0,35,0
2401,26,2,0,26,0
2402,21,3,0,21,0
2403,34,12,0,34,0
2404,10,7,0,10,0
2405,20,10,0,20,0
2406,25,6,0,25,0
2407,39,6,0,39,0
2408,17,3,0,17,0
2409,26,11,0,26,0
2410,17,3,0,17,0
2411,38,12,0,38,0
2412,18,2,0,18,0
2413,24,10,0,24,0
2414,45,18,0,45,0
2415,15,0,0,15,0
2416,12,0,0,12,0
2417,20,3,0,20,0
2418,37,22,0,37,0
2419,12,0,0,12,0
2420,26,1,0,26,0
2421,18,9,0,18,0
2422,10,13,0,10,0
2423,12,15,0,12,0
2424,16,5,1,16,0
2425,25,21,0,25,0
2426,9,17,0,9,0
2427,13,0,0,13,0
2428,13,9,0,13,0
2429,15,3,0,15,0
2430,12,27,0,12,0
2431,14,8,2,14,0
2432,21,12,1,21,0
2433,21,14,0,21,0
2434,28,5,0,28,0
2435,14,0,1,14,0
2436,19,2,0,19,0
2437,13,0,1,13,0
2438,15,2,0,15,0
2439,23,1,0,23,0
2440,31,16,0,31,0
2441,14,0,0,14,0
2442,5,18,0,5,0
2443,21,3,0,21,0
2444,15,0,0,15,0
2445,23,4,0,23,0
2446,16,0,0,16,0
2447,22,12,2,22,0
2448,15,11,0,15,0
2449,23,32,0,23,0
2450,27,7,0,27,0
2451,20,2,0,20,0
2452,18,12,0,18,0
2453,30,6,0,30,0
2454,16,3,0,16,0
2455,14,13,0,14,0
2456,18,0,0,18,0
2457,26,11,0,26,0
2458,19,4,0,19,0
2459,14,2,0,14,0
2460,20,5,0,20,0
2461,20,3,0,20,0
2462,15,0,0,15,0
2463,15,12,0,15,0
2464,13,1,0,13,0
2465,21,5,0,21,0
2466,31,6,0,31,0
2467,26,11,0,26,0
2468,27,9,6,27,0
2469,21,11,0,21,0
2470,21,22,1,21,0
2471,24,9,0,24,0
2472,17,25,2,17,0
2473,18,5,0,18,0
2474,13,4,0,13,0
2475,14,7,0,14,0
2476,25,17,0,25,0
2477,10,21,0,10,0
2478,12,5,0,12,0
2479,26,21,0,26,0
2480,24,11,0,24,0
2481,16,2,0,16,0
2482,25,4,0,25,0
2483,18,1,0,18,0
2484,17,5,0,17,0
2485,24,15,0,24,0
2486,13,2,0,13,0
2487,20,18,0,20,0
2488,21,6,1,21,0
2489,21,8,0,21,0
2490,13,8,0,13,0
2491,16,3,0,16,0
2492,14,5,0,14,0
2493,16,1,0,16,0
2494,19,10,0,19,0
2495,18,4,0,18,0
2496,20,5,0,20,0
2497,19,9,0,19,0
2498,19,3,0,19,0
2499,9,6,0,9,0
2500,21,17,0,21,0
2501,29,5,3,29,0
2502,14,0,0,14,0
2503,20,18,0,20,0
2504,27,18,0,27,0
2505,21,5,0,21,0
2506,12,0,0,12,0
2507,23,5,0,23,0
2508,22,3,0,22,0
2509,29,7,0,29,0
2510,26,13,1,26,0
2511,23,11,0,23,0
2512,16,16,0,16,0
2513,22,4,1,22,0
2514,18,4,0,18,0
2515,39,12,0,39,0
2516,25,19,0,25,0
2517,15,9,0,15,0
2518,20,3,0,20,0
2519,24,2,0,24,0
2520,30,4,0,30,0
2521,18,8,0,18,0
2522,22,5,0,22,0
2523,18,7,0,18,0
2524,22,37,0,22,0
2525,17,12,0,17,0
2526,19,0,0,19,0
2527,15,7,1,15,0
2528,36,16,0,36,0
2529,18,9,0,18,0
2530,9,7,0,9,0
2531,25,13,0,25,0
2532,22,11,0,22,0
2533,17,13,0,17,0
2534,10,9,0,10,0
2535,13,1,1,13,0
2536,33,47,0,33,0
2537,14,13,0,14,0
2538,10,6,0,10,0
2539,14,0,0,14,0
2540,15,0,0,15,0
2541,18,1,0,18,0
2542,14,2,0,14,0
2543,32,7,1,32,0
2544,14,1,0,14,0
2545,13,10,0,13,0
2546,12,4,0,12,0
2547,15,15,0,15,0
2548,14,0,0,14,0
2549,23,4,0,23,0
2550,18,0,0,18,0
2551,21,1,0,21,0
2552,15,2,0,15,0
2553,13,3,0,13,0
2554,13,0,0,13,0
2555,18,3,0,18,0
2556,18,5,0,18,0
2557,12,0,0,12,0
2558,12,0,0,12,0
2559,19,1,0,19,0
2560,29,9,0,29,0
2561,12,1,0,12,0
2562,13,2,0,13,0
2563,12,0,1,12,0
2564,19,3,0,19,0
2565,22,8,0,22,0
2566,38,6,1,38,0
2567,17,7,0,17,0
2568,37,7,2,37,0
2569,28,7,0,28,0
2570,22,5,1,22,0
2571,28,2,0,28,0
2572,19,30,0,19,0
2573,33,12,0,33,0
2574,18,3,0,18,0
2575,16,7,0,16,0
2576,32,4,0,32,0
2577,30,7,0,30,0
2578,20,5,0,20,0
2579,16,2,0,16,0
2580,36,18,1,36,0
2581,30,4,1,30,0
2582,22,2,0,22,0
2583,34,14,0,34,0
2584,19,3,0,19,0
2585,15,5,0,15,0
2586,12,1,0,12,0
2587,23,32,0,23,0
2588,13,2,0,13,0
2589,17,4,0,17,0
2590,30,33,0,30,0
2591,32,1,0,32,0
2592,12,4,0,12,0
2593,32,24,0,32,0
2594,23,6,0,23,0
2595,34,2,0,34,0
2596,62,19,0,62,0
2597,18,20,0,18,0
2598,10,2,0,10,0
2599,16,0,0,16,0
2600,23,5,0,23,0
2601,14,0,0,14,0
2602,20,7,0,20,0
2603,25,8,0,25,0
2604,19,7,0,19,0
2605,17,2,0,17,0
2606,15,13,0,15,0
2607,25,9,0,25,0
2608,18,2,0,18,0
2609,13,3,0,13,0
2610,19,2,0,19,0
2611,29,10,2,29,0
2612,13,3,0,13,0
2613,25,0,0,25,0
2614,21,0,0,21,0
2615,48,17,2,48,0
2616,22,0,0,22,0
2617,20,1,0,20,0
2618,14,14,0,14,0
2619,31,17,0,31,0
2620,12,3,0,12,0
2621,24,39,0,24,0
2622,10,5,0,10,0
2623,21,3,0,21,0
2624,18,0,0,18,0
2625,14,1,0,14,0
2626,15,11,0,15,0
2627,13,4,0,13,0
2628,12,4,0,12,0
2629,13,2,0,13,0
2630,19,17,3,19,0
2631,12,3,0,12,0
2632,14,1,0,14,0
2633,14,7,0,14,0
2634,15,3,0,15,0
2635,5,0,0,5,0
2636,20,1,0,19,1
2637,227,1222,226,182,41
2638,57,1,0,56,1
2639,8,0,0,8,0
2640,94,1,1,91,1
2641,72,1,1,72,0
2642,12,0,0,12,0
2643,209,553,152,177,30
2644,5,0,0,5,0
2645,576,25,7,560,13
2646,42,0,1,42,0
2647,30,0,1,30,0
2648,32,1,0,32,0
2649,27,0,1,27,0
2650,3,0,0,3,0
2651,14,0,0,14,0
2652,56,0,6,54,2
2653,210,816,246,152,55
2654,89,8,0,89,0
2655,4,0,0,4,0
2656,76,1,1,75,1
2657,127,0,10,119,4
2658,12,1,0,12,0
2659,191,612,201,149,41
2660,209,457,155,169,39
2661,9,0,0,9,0
2662,41,0,2,40,1
2663,19,0,0,19,0
2664,227,18,2,213,6
2665,8,2,0,8,0
2666,91,0,1,89,2
2667,5,4,0,5,0
2668,17,0,0,17,0
2669,197,540,261,170,27
2670,354,10,2,342,8
2671,44,1,1,44,0
2672,21,2,0,21,0
2673,54,2,0,54,0
2674,10,0,1,10,0
2675,14,0,0,13,0
2676,236,785,145,193,40
2677,464,51,4,453,9
2678,78,0,1,77,1
2679,15,0,0,15,0
2680,2,0,0,2,0
2681,91,4,3,90,1
2682,56,0,1,55,1
2683,15,0,5,15,0
2684,46,2,2,44,1
2685,19,0,0,19,0
2686,113,11,1,113,0
2687,5,0,0,5,0
2688,332,21,6,319,7
2689,12,1,0,12,0
2690,11,0,0,10,0
2691,56,4,2,55,1
2692,72,13,1,69,3
2693,10,0,0,10,0
2694,56,3,12,54,2
2695,45,0,3,44,1
2696,37,0,2,35,1
2697,71,10,49,68,1
2698,51,0,2,49,2
2699,76,3,15,74,1
2700,69,11,69,65,2
2701,58,5,70,57,1
2702,29,1,1,27,2
2703,48,3,54,47,1
2704,9,1,0,7,1
2705,69,0,0,68,1
2706,19,0,0,19,0
2707,34,0,0,32,2
2708,29,1,0,28,1
2709,16,3,1,16,0
2710,6,0,0,6,0
2711,13,1,0,12,1
2712,9,0,0,9,0
2713,82,0,1,78,3
2714,5,0,0,5,0
2715,5,0,0,5,0
2716,219,694,173,179,39
2717,387,3221,242,299,83
2718,8,0,0,8,0
2719,68,0,1,64,3
2720,53,0,1,52,1
2721,23,0,1,21,1
2722,15,0,0,15,0
2723,280,1060,223,232,48
2724,8,0,0,7,1
2725,23,0,1,23,0
2726,16,0,0,16,0
2727,243,7,3,240,2
2728,84,3,2,83,1
2729,15,0,0,15,0
2730,303,904,177,237,63
2731,114,0,3,113,1
2732,174,66,1,173,1
2733,10,0,0,10,0
2734,87,56,0,87,0
2735,81,4,2,79,2
2736,18,1,0,18,0
2737,62,1,1,61,1
2738,318,2,4,316,2
2739,43,1,2,41,2
2740,80,2,1,79,1
2741,19,0,0,19,0
2742,133,9,2,130,3
2743,24,1,0,24,0
2744,328,1094,235,274,51
2745,8,0,0,8,0
2746,488,2428,273,392,94
2747,50,0,1,49,1
2748,6,0,2,6,0
2749,19,2,1,19,0
2750,12,0,0,12,0
2751,58,1,0,58,0
2752,20,0,1,20,0
2753,90,0,1,89,1
2754,7,0,0,7,0
2755,20,0,0,20,0
2756,9,0,0,9,0
2757,72,0,0,72,0
2758,8,1,0,8,0
2759,2,0,0,2,0
2760,17,3,0,17,0
2761,185,996,232,111,74
2762,7,1,0,7,0
2763,73,1,0,71,2
2764,70,0,0,68,2
2765,68,2,0,66,1
2766,17,2,0,17,0
2767,11,0,0,11,0
2768,8,0,0,8,0
2769,8,0,0,8,0
2770,71,2,1,70,1
2771,3,1,0,2,0
2772,61,1,0,61,0
2773,151,9,1,142,6
2774,6,0,0,6,0
2775,139,0,1,139,0
2776,43,1,0,40,3
2777,8,0,0,8,0
2778,51,0,3,51,0
2779,89,4,1,86,3
2780,7,2,0,7,0
2781,7,0,0,7,0
2782,242,715,242,193,49
2783,7,3,0,7,0
2784,156,6,2,150,1
2785,19,0,0,19,0
2786,511,19,36,501,9
2787,3,0,0,3,0
2788,90,5,0,89,1
2789,140,0,0,138,2
2790,138,3,7,138,0
2791,2,0,0,2,0
2792,9,0,0,9,0
2793,74,2,0,74,0
2794,3,0,0,3,0
2795,18,0,1,18,0
2796,339,1019,168,262,72
2797,6,0,0,6,0
2798,9,1,0,9,0
2799,10,0,0,10,0
2800,353,891,168,281,67
2801,5,0,0,5,0
2802,84,6,1,82,2
2803,70,5,1,69,0
2804,29,0,0,29,0
2805,11,0,0,10,1
2806,5,1,0,5,0
2807,3,0,0,3,0
2808,9,0,0,9,0
2809,148,15,1,140,2
2810,19,4,0,19,0
2811,4,0,0,4,0
2812,14,0,0,14,0
2813,57,0,0,55,1
2814,45,2,0,44,1
2815,3,0,0,3,0
2816,14,2,0,14,0
2817,52,26,1,52,0
2818,8,6,0,8,0
2819,64,2,0,62,0
2820,28,1,0,27,1
2821,71,59,2,70,1
2822,62,0,0,62,0
2823,5,3,0,5,0
2824,8,3,1,8,0
2825,211,859,109,169,34
2826,20,0,0,20,0
2827,247,828,174,182,55
2828,117,98,1,117,0
2829,8,0,0,8,0
2830,210,1,9,206,3
2831,114,1,1,112,0
2832,46,0,0,45,1
2833,62,2,0,61,1
2834,12,0,0,12,0
2835,231,461,74,180,50
2836,10,1,0,10,0
2837,114,81,0,114,0
2838,5,4,0,5,0
2839,3,0,0,3,0
2840,8,0,0,7,1
2841,598,37,10,586,9
2842,85,6,1,85,0
2843,25,0,0,25,0
2844,358,1268,186,280,73
2845,11,3,0,11,0
2846,5,1,0,5,0
2847,9,4,0,9,0
2848,13,0,0,13,0
2849,11,3,0,11,0
2850,11,3,0,11,0
2851,7,1,0,7,0
2852,65,9,0,65,0
2853,513,11,34,503,9
2854,7,3,0,7,0
2855,14,0,0,14,0
2856,166,20,2,159,1
2857,7,8,0,7,0
2858,23,1,0,23,0
2859,404,1129,150,328,68
2860,11,1,0,11,0
2861,7,3,0,7,0
2862,425,1377,186,360,62
2863,8,0,0,8,0
2864,18,4,0,18,0
2865,60,0,1,59,1
2866,36,6,0,35,1
2867,10,0,0,9,1
2868,10,2,0,10,0
2869,111,1,2,110,1
2870,43,4,1,41,2
2871,423,16,1,402,11
2872,10,2,0,10,0
2873,10,0,0,10,0
2874,471,13,23,464,4
2875,11,0,1,11,0
2876,1508,14,2,1480,18
2877,71,0,1,70,0
2878,107,7,2,104,2
2879,141,3,1,136,3
2880,198,11,0,194,4
2881,637,3,6,625,11
2882,50,0,0,50,0
2883,53,0,2,51,2
2884,50,0,0,49,0
2885,79,0,0,77,1
2886,54,0,1,53,1
2887,122,0,1,118,3
2888,11,0,0,11,0
2889,6,0,0,6,0
2890,85,25,1,81,1
2891,8,2,0,8,0
2892,885,32,10,876,4
2893,78,1,0,76,1
2894,15,0,0,14,1
2895,11,9,0,11,0
2896,36,0,0,35,1
2897,23,1,0,22,1
2898,231,39,0,208,23
2899,14,2,0,14,0
2900,14,0,0,14,0
2901,379,2626,151,288,79
2902,7,0,0,7,0
2903,12,0,0,12,0
2904,690,33,21,670,15
2905,22,3,0,22,0
2906,253,626,244,191,55
2907,38,0,0,36,2
2908,67,31,0,66,1
2909,8,0,0,8,0
2910,4,0,0,4,0
2911,23,4,0,22,0
2912,366,1490,154,286,73
2913,414,65,4,407,4
2914,16,1,0,16,0
2915,66,0,0,66,0
2916,8,0,0,8,0
2917,44,3,0,44,0
2918,16,5,0,16,0
2919,468,4143,719,378,84
2920,87,12,0,84,1
2921,15,1,0,15,0
2922,22,0,0,22,0
2923,292,1214,180,207,77
2924,3,0,0,3,0
2925,6,0,0,6,0
2926,20,2,0,20,0
2927,11,11,0,11,0
2928,18,4,0,17,1
2929,6,0,0,6,0
2930,29,2,4,27,1
2931,46,0,0,45,1
2932,298,974,140,220,74
2933,296,86,1,294,1
2934,11,0,0,11,0
2935,8,0,0,8,0
2936,14,0,0,14,0
2937,54,2,1,53,1
2938,43,0,1,40,2
2939,5,0,0,5,0
2940,11,0,0,9,2
2941,16,0,0,14,0
2942,10,0,0,9,1
2943,11,4,0,11,0
2944,112,34,1,112,0
2945,50,4,1,49,1
2946,10,3,0,10,0
2947,18,0,0,16,2
2948,150,45,0,143,4
2949,12,2,0,12,0
2950,74,0,0,74,0
2951,27,4,0,26,1
2952,9,0,0,9,0
2953,11,1,0,11,0
2954,18,1,0,18,0
2955,15,4,0,10,2
2956,5,1,0,4,0
2957,96,3,0,94,1
2958,6,1,0,6,0
2959,10,5,0,10,0
2960,442,2360,200,295,128
2961,12,0,0,12,0
2962,136,6,0,132,3
2963,11,0,0,11,0
2964,11,2,0,11,0
2965,20,1,1,20,0
2966,371,1233,158,296,70
2967,87,2,1,85,2
2968,13,2,0,13,0
2969,72,15,2,72,0
2970,111,9,2,111,0
2971,178,22,6,174,4
2972,14,0,0,14,0
2973,127,25,2,121,5
2974,40,0,0,40,0
2975,632,3416,836,493,126
2976,1026,55,7,1011,13
2977,13,0,0,12,1
2978,27,1,2,27,0
2979,4,0,0,4,0
2980,193,7,2,189,3
2981,42,1,1,41,1
2982,276,927,136,218,55
2983,10,0,0,9,1
2984,138,10,3,134,0
2985,12,0,0,12,0
2986,8,1,0,8,0
2987,215,784,161,154,57
2988,6,0,0,6,0
2989,38,0,1,36,2
2990,86,13,0,81,5
2991,15,0,1,15,0
2992,13,0,2,13,0
2993,295,1066,254,212,79
2994,6,0,0,6,0
2995,52,3,2,52,0
2996,79,13,2,79,0
2997,26,1,3,25,1
2998,11,0,0,11,0
2999,14,0,0,14,0
3000,263,892,187,205,57
3001,1236,25,0,1220,7
3002,11,0,0,11,0
3003,41,9,0,41,0
3004,101,43,3,99,1
3005,36,10,0,36,0
3006,38,8,0,37,0
3007,20,10,0,19,1
3008,60,31,0,60,0
3009,26,7,0,26,0
3010,45,5,1,44,0
3011,83,40,0,83,0
3012,6,0,0,6,0
3013,7,0,0,5,2
3014,7,0,0,7,0
3015,43,12,1,43,0
3016,302,794,243,225,70
3017,4,0,0,4,0
3018,16,5,0,16,0
3019,85,8,3,85,0
3020,45,2,3,45,0
3021,45,7,3,44,1
3022,23,0,1,23,0
3023,29,2,1,29,0
3024,14,2,0,14,0
3025,61,7,0,59,2
3026,94,6,2,90,3
3027,316,15,2,309,4
3028,176,5,1,168,1
3029,14,3,0,14,0
3030,94,25,2,93,1
3031,98,61,2,98,0
3032,14,3,2,14,0
3033,16,1,1,16,0
3034,397,998,274,295,94
3035,11,0,0,11,0
3036,10,0,0,10,0
3037,19,0,0,19,0
3038,873,16,21,830,35
3039,22,4,0,21,0
3040,17,14,0,17,0
3041,82,14,0,78,3
3042,12,5,0,12,0
3043,272,31,0,252,14
3044,486,1328,231,345,133
3045,190,60,1,186,3
3046,10,6,0,10,0
3047,1847,51,28,1744,67
3048,166,1,26,154,0
3049,21,1,2,21,0
3050,214,2,28,172,0
3051,5,0,0,5,0
3052,103,7,2,102,0
3053,28,0,2,27,1
3054,8,0,0,8,0
3055,7,0,0,7,0
3056,82,3,0,78,3
3057,134,7,3,128,3
3058,10,0,0,10,0
3059,44,0,1,42,2
3060,317,8,1,313,3
3061,140,44,5,138,2
3062,11,0,0,11,0
3063,11,1,0,8,2
3064,36,1,0,36,0
3065,6,2,0,6,0
3066,33,1,2,32,1
3067,11,1,0,11,0
3068,107,21,1,105,1
3069,95,0,2,92,3
3070,154,13,3,146,4
3071,63,2,0,63,0
3072,112,2,1,111,1
3073,357,7,16,349,6
3074,217,0,7,204,0
3075,60,8,0,60,0
3076,9,0,0,9,0
3077,88,28,0,88,0
3078,1273,13,3,1242,24
3079,108,0,10,101,6
3080,7,1,0,7,0
3081,81,3,0,72,2
3082,955,63,5,936,9
3083,25,0,1,25,0
3084,277,1092,159,207,65
3085,6,0,0,6,0
3086,362,89,4,352,6
3087,8,0,0,8,0
3088,10,0,0,10,0
3089,165,0,52,161,1
3090,278,5,13,257,10
3091,94,30,1,94,0
3092,110,7,0,104,3
3093,280,1043,149,195,65
3094,235,16,2,232,3
3095,17,0,0,16,1
3096,92,14,1,89,3
3097,12,0,1,12,0
3098,149,18,2,140,4
3099,9,0,0,8,1
3100,384,60,4,364,13
3101,18,2,0,17,1
3102,72,3,1,72,0
3103,25,2,0,25,0
3104,11,0,0,11,0
3105,270,15,0,259,10
3106,609,18,14,604,2
3107,241,4,32,216,1
3108,187,10,2,185,2
3109,5,0,0,5,0
3110,216,679,191,160,52
3111,122,25,1,121,1
3112,10,0,0,10,0
3113,9,1,0,9,0
3114,114,13,2,111,1
3115,19,1,1,19,0
3116,255,926,181,142,108
3117,0,0,0,0,0
3118,243,1121,334,191,51
3119,65,0,6,65,0
3120,5,0,1,5,0
3121,12,0,1,12,0
3122,230,32,7,222,7
3123,12,1,1,11,1
3124,35,1,1,35,0
3125,124,20,3,122,2
3126,5,1,1,5,0
3127,4,0,1,4,0
3128,149,19,2,148,1
3129,24,1,1,24,0
3130,201,66,5,197,1
3131,14,3,1,13,1
3132,51,1,1,50,0
3133,14,5,1,14,0
3134,271,20,2,263,8
3135,51,1,6,49,1
3136,58,2,26,54,1
3137,22,5,1,22,0
3138,228,16,1,223,4
3139,12,1,0,12,0
3140,186,7,1,169,17
3141,15,2,0,15,0
3142,81,13,2,79,0
3143,17,3,1,17,0
3144,10,1,0,9,0
3145,88,11,2,85,2
3146,241,54,5,238,3
3147,83,0,1,83,0
3148,19,5,0,17,1
3149,35,1,1,35,0
3150,362,87,5,357,1
3151,17,0,0,17,0
3152,300,1000,114,230,67
3153,66,14,1,66,0
3154,636,3014,268,398,225
3155,155,4,4,154,1
3156,223,119,6,219,1
3157,26,3,0,25,1
3158,179,13,2,172,5
3159,8,0,0,7,0
3160,24,1,0,24,0
3161,496,18,0,478,16
3162,11,1,0,10,1
3163,8,0,0,8,0
3164,177,505,73,150,24
3165,519,6,0,498,18
3166,144,45,4,120,14
3167,117,330,46,98,16
3168,176,540,54,152,20
3169,179,495,144,162,14
3170,217,23,5,211,4
3171,97,0,4,92,2
3172,6,1,0,6,0
3173,32,0,1,32,0
3174,18,3,0,17,1
3175,223,944,93,184,37
3176,200,649,133,174,26
3177,11,2,0,11,0
3178,20,0,0,20,0
3179,366,1566,276,275,84
3180,5,1,0,5,0
3181,26,4,0,24,0
3182,499,35,0,482,15
3183,196,3,38,185,5
3184,61,2,1,60,1
3185,16,0,0,16,0
3186,48,4,1,48,0
3187,2,2,0,2,0
3188,352,1828,93,256,91
3189,13,0,0,13,0
3190,6,0,0,6,0
3191,22,0,0,22,0
3192,9,1,0,9,0
3193,3,2,0,3,0
3194,10,3,0,10,0
3195,370,1491,231,306,61
3196,7,0,0,7,0
3197,23,5,0,22,0
3198,315,1086,157,252,58
3199,10,1,0,10,0
3200,2,1,0,2,0
3201,8,0,0,8,0
3202,82,1,1,79,3
3203,137,508,89,92,44
3204,2,1,0,2,0
3205,32,0,0,32,0
3206,307,2099,208,258,43
3207,99,4,4,98,1
3208,85,8,0,84,1
3209,9,3,0,9,0
3210,304,677,108,247,53
3211,15,0,1,15,0
3212,15,4,0,15,0
3213,135,1,1,134,1
3214,170,657,56,129,41
3215,3,0,0,3,0
3216,13,0,0,13,0
3217,15,1,0,14,1
3218,230,517,86,193,36
3219,9,0,0,9,0
3220,317,1354,169,254,55
3221,233,60,6,225,8
3222,10,1,0,10,0
3223,9,0,0,9,0
3224,316,15,5,313,0
3225,8,1,0,8,0
3226,418,1489,281,337,80
3227,9,6,0,9,0
3228,384,2297,607,326,51
3229,10,0,0,10,0
3230,70,6,1,65,2
3231,60,0,0,60,0
3232,252,504,89,215,35
3233,9,1,0,9,0
3234,10,0,0,10,0
3235,278,583,72,223,53
3236,15,4,2,15,0
3237,53,0,2,53,0
3238,37,0,6,37,0
3239,99,5,2,95,2
3240,10,1,1,10,0
3241,267,516,73,211,52
3242,9,7,1,7,1
3243,17,0,1,17,0
3244,384,1158,120,276,103
3245,11,1,0,11,0
3246,624,12003,856,516,94
3247,154,3,15,150,3
